단가id,회사,차량명,연식,판매가격
1532,현대,제네시스 쿠페,2010,"190,000"
1533,현대,그랜저 HG,2014,"120,000"
1534,Cadillac(캐딜락),CTS,2011,"500,000"
1535,쌍용,티볼리,2018,"70,000"
1536,Audi(아우디),Q5 2.0 Tdi Quattro,2011,"500,000"
1537,기아,엔터프라이즈,2002,"110,000"
1538,기아,모하비,2009,"40,000"
1539,현대,투스카니,2007,"200,000"
1540,기아,K5,2011,"25,000"
1541,기아,카렌스 2,2002,"30,000"
1542,현대,뉴 그랜저 XG,2004,"40,000"
1543,쌍용,액티언 스포츠,2008,"100,000"
1544,현대,클릭,2003,"45,000"
1545,현대,클릭,2003,"35,000"
1546,현대,NF 쏘나타,2007,"50,000"
1547,현대,YF 쏘나타 더 브릴리언트,2013,"30,000"
1548,쌍용,액티언 스포츠,2011,"50,000"
1549,현대,포터2,2008,"45,000"
1550,쌍용,액티언 스포츠,2011,"130,000"
1551,Volvo(볼보),S60,2008,"430,000"
1552,Mercedes,벤츠) / E300,2010,"400,000"
1553,현대,뉴 그랜저 XG,2003,"45,000"
1554,쌍용,뉴체어맨 W CW700,2014,"150,000"
1555,현대,제네시스,2009,"180,000"
1556,현대,제네시스,2009,"180,000"
1557,현대,투싼,2004,"35,000"
1558,기아,로체 어드밴스 LPI LX20,2007,"50,000"
1559,현대,투싼,2004,"100,000"
1560,쉐보레/GM대우,스파크,2012,"45,000"
1561,현대,YF 쏘나타 더 브릴리언트,2015,"80,000"
1562,현대,그랜저 XG,2001,"50,000"
1563,기아,로체 이노베이션 LPI LX20,2009,"25,000"
1564,현대,LF 쏘나타,2015,"50,000"
1565,쌍용,액티언,2008,"45,000"
1566,현대,그랜저 HG,2014,"170,000"
1567,현대,아반떼 XD,2002,"40,000"
1568,기아,스펙트라,2001,"45,000"
1569,현대,에쿠스VI VS380,2010,"190,000"
1570,현대,에쿠스VI VS380,2010,"190,000"
1571,현대,아반떼 XD,2002,"40,000"
1572,현대,아반떼 HD 디젤 1.6 VGT E16,2007,"25,000"
1573,기아,리갈,2004,"35,000"
1574,기아,리갈,2004,"45,000"
1575,기아,카렌스,1999,"33,000"
1576,현대,뉴 아반떼 XD,2004,"30,000"
1577,기아,뉴카렌스,2010,"33,000"
1578,쌍용,무쏘,1996,"50,000"
1579,쌍용,무쏘,1996,"30,000"
1580,기아,더 뉴 K7 LPI 3.0 프레스티지,2015,"140,000"
1581,쌍용,티볼리,2015,"60,000"
1582,쉐보레/GM대우,마티즈,1999,"35,000"
1583,기아,뉴 모닝,2011,"40,000"
1584,현대,뉴 아반떼 XD,2006,"40,000"
1585,현대,뉴 EF 쏘나타,2002,"30,000"
1586,쉐보레/GM대우,캡티바,2012,"70,000"
1587,쉐보레/GM대우,캡티바,2012,"100,000"
1588,Mercedes,벤츠) / 500 L,2002,"300,000"
1589,Jaguar(재규어),X-TYPE 2.2D,2009,"300,000"
1590,BMW(비엠더블유),320d,2014,"250,000"
1591,기아,그랜드 카니발,2006,"35,000"
1592,현대,YF 쏘나타,2015,"30,000"
1593,쌍용,체어맨 W CW700,2008,"275,000"
1594,현대,다이너스티,2005,"70,000"
1595,현대,베르나,2001,"40,000"
1596,Chrysler(클라이슬러),300C,2006,"300,000"
1597,현대,싼타페,2000,"60,000"
1598,쌍용,렉스턴W 4WD 노블레스,2015,"50,000"
1599,기아,카스타,2000,"50,000"
1600,기아,카스타,2000,"40,000"
1601,쌍용,렉스턴,2003,"30,000"
1602,현대,뉴그레이스 디젤 판넬밴 6인승,1997,"100,000"
1603,기아,스펙트라,2002,"35,000"
1604,현대,뉴 포터,1999,"40,000"
1605,현대,뉴 포터,1999,"40,000"
1606,현대,뉴 포터,1999,"40,000"
1607,현대,뉴 포터,1999,"40,000"
1608,현대,뉴 포터,1999,"40,000"
1609,현대,쏘나타 3,1997,"35,000"
1610,현대,쏘나타 3,1997,"35,000"
1611,현대,뉴 포터,1999,"45,000"
1612,현대,뉴 포터,1999,"40,000"
1613,르노삼성,SM5 SM520,1998,"40,000"
1614,현대,뉴 포터,1999,"45,000"
1615,현대,뉴 포터,1999,"45,000"
1616,현대,뉴 포터,1999,"45,000"
1617,현대,다이너스티,2001,"45,000"
1618,쌍용,액티언,2007,"45,000"
1619,현대,에쿠스VI VS380,2010,"100,000"
1620,현대,뉴 포터,1999,"45,000"
1621,현대,아반떼 XD,2002,"35,000"
1622,르노삼성,QM6,2018,"250,000"
1623,현대,아반떼,1996,"30,000"
1624,현대,아반떼,1996,"30,000"
1625,기아,스팅어,2018,"70,000"
1626,현대,쏘나타 3,1998,"40,000"
1627,현대,아반떼,1998,"35,000"
1628,현대,트라제 XG,2004,"40,000"
1629,현대,아반떼 XD,2002,"35,000"
1630,현대,엑센트 RB,2017,"60,000"
1631,현대,엑센트 RB,2017,"40,000"
1632,현대,엑센트 RB,2017,"40,000"
1633,쌍용,액티언 스포츠,2010,"100,000"
1634,현대,뉴 EF 쏘나타,2003,"45,000"
1635,현대,YF 쏘나타,2012,"30,000"
1636,쌍용,렉스턴,2002,"40,000"
1637,현대,테라칸,2004,"35,000"
1638,기아,카렌스 2,2004,"35,000"
1639,쌍용,뉴코란도,2002,"35,000"
1640,현대,뉴 포터,2002,"45,000"
1641,르노삼성,뉴SM5(L43),2012,"250,000"
1642,현대,스타렉스,2000,"40,000"
1643,쉐보레/GM대우,All New 마티즈 조이,2006,"80,000"
1644,기아,뉴쎄라토,2006,"45,000"
1645,기아,뉴쎄라토,2006,"70,000"
1646,현대,뉴 그랜저 XG,2004,"50,000"
1647,현대,아반떼 XD,2002,"35,000"
1648,쉐보레/GM대우,레조,2000,"40,000"
1649,현대,다이너스티,1999,"40,000"
1650,현대,포터2 장축 더블캡 CRDi,2009,"100,000"
1651,현대,트라제 XG,2007,"35,000"
1652,현대,그랜저 XG,2001,"40,000"
1653,현대,쏘나타 3,1998,"40,000"
1654,현대,아반떼,1998,"40,000"
1655,현대,뉴 EF 쏘나타,2003,"40,000"
1656,기아,X-TREK,2004,"35,000"
1657,현대,아반떼 HD,2007,"40,000"
1658,현대,아반떼 HD,2007,"40,000"
1659,현대,YF 쏘나타,2011,"30,000"
1660,현대,다이너스티,1997,"40,000"
1661,기아,X-TREK,2003,"35,000"
1662,현대,갤로퍼2 이노베이션 터보,2002,"50,000"
1663,현대,올 뉴 아반떼,1999,"35,000"
1664,현대,뉴 그랜저 XG R25,2002,"45,000"
1665,현대,아반떼 XD,2002,"35,000"
1666,쌍용,액티언,2005,"50,000"
1667,현대,싼타페 CM,2006,"45,000"
1668,기아,로체,2005,"40,000"
1669,기아,로체,2005,"45,000"
1670,현대,싼타페 CM,2006,"45,000"
1671,쌍용,렉스턴,2002,"40,000"
1672,현대,트라제 XG,2002,"40,000"
1673,Fiat(피아트),500,2015,"80,000"
1674,Fiat(피아트),500,2015,"150,000"
1675,쉐보레/GM대우,라세티,2004,"80,000"
1676,쉐보레/GM대우,라세티,2004,"40,000"
1677,쉐보레/GM대우,라세티,2004,"40,000"
1678,쉐보레/GM대우,매그너스,2000,"40,000"
1679,Mercedes,벤츠) / 200 d,2016,"1,000,000"
1680,현대,에쿠스 JS380,2006,"100,000"
1681,쌍용,뉴코란도,1999,"40,000"
1682,현대,베르나,2001,"50,000"
1683,쌍용,로디우스,2005,"130,000"
1684,기아,엔터프라이즈,2000,"45,000"
1685,현대,YF 쏘나타,2013,"35,000"
1686,쉐보레/GM대우,All New 마티즈,2007,"80,000"
1687,현대,트라제 XG,2007,"35,000"
1688,현대,트라제 XG,2006,"35,000"
1689,현대,올 뉴 아반떼,2000,"35,000"
1690,현대,에쿠스,2004,"60,000"
1691,현대,아토스,2000,"35,000"
1692,현대,아반떼,1997,"35,000"
1693,현대,아반떼,1997,"35,000"
1694,현대,스타렉스,2004,"35,000"
1695,현대,스타렉스,2004,"35,000"
1696,현대,산타모,1999,"35,000"
1697,현대,뉴 포터,1997,"35,000"
1698,현대,그레이스,1994,"35,000"
1699,현대,갤로퍼,1995,"35,000"
1700,기아,all new 모닝,2012,"80,000"
1701,기아,포르테,2010,"80,000"
1702,기아,카렌스 2,2006,"35,000"
1703,기아,카렌스 2,2005,"35,000"
1704,기아,카렌스,2001,"35,000"
1705,기아,카렌스,2001,"35,000"
1706,기아,쏘렌토,2004,"35,000"
1707,기아,스펙트라,2004,"35,000"
1708,기아,스펙트라,2004,"35,000"
1709,기아,스펙트라,2003,"35,000"
1710,기아,스펙트라,2003,"35,000"
1711,기아,리오,2004,"35,000"
1712,현대,뉴 포터,2003,"45,000"
1713,현대,뉴 포터,2003,"45,000"
1714,현대,YF 쏘나타,2013,"35,000"
1715,현대,리베로 3.0 LPG,2007,"30,000"
1716,현대,리베로 3.0 LPG,2007,"40,000"
1717,현대,리베로,2007,"30,000"
1718,르노삼성,뉴SM5,2014,"40,000"
1719,르노삼성,뉴 SM3,2014,"150,000"
1720,기아,봉고3 트럭,2014,"50,000"
1721,기아,그랜드 카니발,2010,"65,000"
1722,기아,K5,2013,"40,000"
1723,현대,EF 쏘나타,2001,"40,000"
1724,쉐보레/GM대우,매그너스,2006,"40,000"
1725,쉐보레/GM대우,매그너스,2006,"40,000"
1726,현대,EF 쏘나타,2001,"40,000"
1727,기아,카렌스 2,2005,"40,000"
1728,기아,카렌스,2002,"40,000"
1729,현대,스타렉스,2007,"35,000"
1730,쉐보레/GM대우,스테이츠맨,2007,"100,000"
1731,현대,NF 쏘나타,2006,"35,000"
1732,쉐보레/GM대우,매그너스,2006,"40,000"
1733,현대,뉴 EF 쏘나타,2005,"50,000"
1734,현대,엑센트,2002,"35,000"
1735,기아,카렌스,2001,"40,000"
1736,기아,K7,2012,"40,000"
1737,현대,쏘나타 3,1997,"40,000"
1738,현대,에쿠스VI,2014,"70,000"
1739,현대,에쿠스VI,2014,"70,000"
1740,현대,라비타,2003,"38,000"
1741,르노삼성,뉴SM3(L38),2012,"230,000"
1742,현대,싼타페,2004,"50,000"
1743,현대,뉴 포터,2003,"80,000"
1744,르노삼성,SM7 New Art,2009,"220,000"
1745,쌍용,로디우스,2005,"120,000"
1746,기아,스포티지 R,2012,"30,000"
1747,현대,포터2,2017,"40,000"
1748,기아,뉴 프라이드,2009,"50,000"
1749,쌍용,렉스턴,2002,"35,000"
1750,기아,카렌스 2,2003,"50,000"
1751,기아,봉고프론티어,1998,"40,000"
1752,현대,스타렉스,2001,"40,000"
1753,기아,카렌스,2001,"40,000"
1754,현대,쏘나타 3,1997,"40,000"
1755,기아,카스타,2001,"40,000"
1756,현대,갤로퍼2,2000,"50,000"
1757,기아,카렌스 2,2003,"50,000"
1758,현대,베르나 5DR 센스 1.3 L,2001,"40,000"
1759,기아,세피아2,2000,"40,000"
1760,기아,모닝,2004,"40,000"
1761,기아,모닝,2004,"60,000"
1762,현대,아반떼,1996,"33,000"
1763,기아,뉴 모닝,2011,"38,000"
1764,기아,모닝,2005,"44,000"
1765,현대,뉴 아반떼 XD,2005,"50,000"
1766,현대,포터2,2015,"55,000"
1767,기아,리오,2000,"40,000"
1768,기아,리오,2000,"40,000"
1769,BMW(비엠더블유),320i,2006,"220,000"
1770,기아,모닝,2005,"45,000"
1771,쌍용,티볼리,2015,"70,000"
1772,쌍용,티볼리,2015,"50,000"
1773,쌍용,티볼리,2015,"50,000"
1774,기아,뉴 프라이드,2010,"69%
129,800원
40,000"
1775,기아,카스타,2001,"35,000"
1776,쉐보레/GM대우,마티즈 2,2003,"40,000"
1777,현대,베라크루즈,2011,"35,000"
1778,쌍용,카이런,2006,"50,000"
1779,기아,봉고3 트럭,2017,"40,000"
1780,현대,뉴 그랜저 XG,2005,"40,000"
1781,기아,크레도스,1999,"30,000"
1782,기아,세피아2,2000,"40,000"
1783,쌍용,체어맨 W,2009,"80,000"
1784,쌍용,체어맨 W,2009,"80,000"
1785,기아,모하비,2008,"30,000"
1786,쉐보레/GM대우,트랙스,2016,"50,000"
1787,기아,봉고3 트럭 1.2톤,2012,"40,000"
1788,Volkwagen(폭스바겐),2.0 TDI BMT Premium,2015,"150,000"
1789,쉐보레/GM대우,라세티,2004,"50,000"
1790,기아,쏘울,2011,"100,000"
1791,현대,NF 쏘나타 트랜스폼,2010,"30,000"
1792,쉐보레/GM대우,트랙스,2016,"75,000"
1793,현대,트라제 XG,2001,"40,000"
1794,쉐보레/GM대우,마티즈 2,2003,"30,000"
1795,현대,아반떼 HD,2008,"33,000"
1796,현대,아반떼 HD,2008,"40,000"
1797,쉐보레/GM대우,마티즈 2,2001,"33,000"
1798,기아,K7 하이브리드,2014,"40,000"
1799,Audi(아우디),A6 3.0 Quattro,2013,"250,000"
1800,Audi(아우디),A5,2014,"150,000"
1801,Audi(아우디),A5,2014,"150,000"
1802,Audi(아우디),A5,2014,"150,000"
1803,Audi(아우디),A5,2014,"300,000"
1804,기아,봉고프론티어,1998,"40,000"
1805,쉐보레/GM대우,레조,2002,"35,000"
1806,기아,쏘렌토 R,2010,"20,000"
1807,현대,투스카니,2002,"80,000"
1808,Volkwagen(폭스바겐),Jetta 1.6,2011,"400,000"
1809,현대,아반떼,1996,"35,000"
1810,기아,K5,2013,"35,000"
1811,BMW(비엠더블유),320i,2006,"275,000"
1812,현대,스타렉스,2002,"30,000"
1813,현대,티뷰론,2000,"33,000"
1814,현대,아반떼 XD,2003,"33,000"
1815,Honda(혼다),Legend,2008,"180,000"
1816,현대,더 럭셔리 그랜저,2010,"44,000"
1817,현대,포터2,2011,"50,000"
1818,현대,그랜드 스타렉스,2016,"80,000"
1819,기아,리오 SF 4DR 1.5 Di,2004,"35,000"
1820,기아,스포티지,1997,"35,000"
1821,기아,스포티지,1997,"35,000"
1822,기아,스포티지,1997,"35,000"
1823,현대,티뷰론,1997,"35,000"
1824,쌍용,코란도 C,2013,"40,000"
1825,Peugeot(푸조),3008,2010,"70,000"
1826,기아,모닝,2007,"80,000"
1827,기아,모닝,2007,"80,000"
1828,현대,아반떼 하이브리드,2010,"30,000"
1829,쉐보레/GM대우,젠트라 X,2008,"40,000"
1830,현대,그레이스,1994,"44,000"
1831,현대,베르나,2001,"40,000"
1832,기아,옵티마,2003,"40,000"
1833,현대,베르나,2001,"35,000"
1834,쉐보레/GM대우,매그너스,2003,"40,000"
1835,현대,다이너스티,1999,"50,000"
1836,현대,투스카니,2002,"35,000"
1837,현대,LF 쏘나타,2017,"150,000"
1838,쉐보레/GM대우,말리부,2016,"50,000"
1839,기아,뉴 프라이드,2008,"40,000"
1840,현대,뉴 그랜저,1998,"30,000"
1841,기아,K3,2017,"40,000"
1842,쌍용,뉴체어맨 W,2013,"130,000"
1843,쉐보레/GM대우,매그너스,2003,"44,000"
1844,기아,그랜드 카니발R,2011,"40,000"
1845,기아,그랜드 카니발R,2011,"40,000"
1846,현대,산타모,1999,"35,000"
1847,쉐보레/GM대우,마티즈 2,2001,"35,000"
1848,현대,산타모,1999,"35,000"
1849,쉐보레/GM대우,토스카,2006,"35,000"
1850,현대,포터2,2008,"125,000"
1851,현대,쏘나타 3,1997,"35,000"
1852,기아,스펙트라,2001,"35,000"
1853,기아,카렌스 2,2004,"35,000"
1854,기아,K3,2012,"35,000"
1855,기아,세피아,1996,"35,000"
1856,기아,슈마,2000,"35,000"
1857,쉐보레/GM대우,레조,2003,"35,000"
1858,쉐보레/GM대우,라노스,2000,"35,000"
1859,기아,리오,2001,"35,000"
1860,쉐보레/GM대우,레조,2003,"35,000"
1861,쉐보레/GM대우,레조,2003,"35,000"
1862,쉐보레/GM대우,레조,2003,"35,000"
1863,쉐보레/GM대우,마티즈,2007,"35,000"
1864,현대,트라제 XG,2004,"35,000"
1865,현대,트라제 XG,2004,"35,000"
1866,현대,트라제 XG,2004,"40,000"
1867,현대,트라제 XG,2004,"35,000"
1868,현대,그랜저 XG,2001,"27,500"
1869,현대,EF 쏘나타,2000,"35,000"
1870,기아,카렌스 2,2004,"35,000"
1871,쉐보레/GM대우,라보,2002,"35,000"
1872,기아,아벨라,1996,"30,000"
1873,기아,아벨라,1996,"35,000"
1874,기아,카렌스 2,2004,"33,000"
1875,기아,봉고3 트럭 1톤 덤프,2009,"125,000"
1876,기아,봉고3 트럭 1톤 덤프,2009,"40,000"
1877,쌍용,액티언,2007,"50,000"
1878,기아,카니발,1999,"55,000"
1879,기아,아벨라,1996,"30,000"
1880,쉐보레/GM대우,라노스,1999,"35,000"
1881,기아,카렌스,2000,"33,000"
1882,기아,카렌스,2000,"35,000"
1883,현대,마르샤,1996,"25,000"
1884,현대,베르나,2001,"35,000"
1885,현대,뉴 아반떼 XD,2005,"35,000"
1886,기아,카니발,1999,"35,000"
1887,현대,마르샤,1996,"35,000"
1888,현대,마르샤,1996,"30,000"
1889,현대,마르샤,1996,"35,000"
1890,기아,카니발,1999,"30,000"
1891,현대,아반떼,1996,"34,000"
1892,르노삼성,SM5 SM520,1999,"35,000"
1893,르노삼성,SM5 SM520,1999,"35,000"
1894,현대,스타렉스,2002,"50,000"
1895,현대,아반떼,1996,"35,000"
1896,현대,아반떼,1996,"35,000"
1897,현대,엑센트,1999,"35,000"
1898,기아,카렌스 2,2004,"35,000"
1899,쉐보레/GM대우,매그너스,2003,"35,000"
1900,쉐보레/GM대우,매그너스,2003,"35,000"
1901,현대,엑센트,1999,"34,000"
1902,현대,엑센트,1999,"30,000"
1903,현대,엑센트,1999,"35,000"
1904,현대,엑센트,1999,"35,000"
1905,현대,티뷰론,2000,"40,000"
1906,현대,엑센트,1999,"33,000"
1907,현대,뉴엘란트라,1996,"35,000"
1908,기아,봉고3 미니버스,2004,"35,000"
1909,기아,카니발,1999,"30,000"
1910,쉐보레/GM대우,레간자,1999,"35,000"
1911,현대,마르샤,1996,"33,000"
1912,기아,아벨라,1996,"30,000"
1913,현대,산타모,1999,"35,000"
1914,현대,아반떼,1996,"35,000"
1915,기아,리오,2001,"35,000"
1916,현대,트라제 XG,2004,"40,000"
1917,현대,쏘나타 2,1996,"35,000"
1918,기아,프레지오,1998,"30,000"
1919,현대,뉴 EF 쏘나타,2004,"40,000"
1920,현대,트라제 XG,2004,"40,000"
1921,기아,세피아,1996,"35,000"
1922,현대,갤로퍼2,2000,"35,000"
1923,현대,산타모,1999,"35,000"
1924,기아,카렌스,2000,"35,000"
1925,기아,옵티마,2003,"25,000"
1926,르노삼성,뉴SM3(L38),2011,"200,000"
1927,쉐보레/GM대우,누비라2,2001,"35,000"
1928,현대,트라제 XG,2003,"35,000"
1929,쌍용,코란도 투리스모,2014,"50,000"
1930,쌍용,코란도 C,2016,"50,000"
1931,쌍용,코란도 C,2016,"40,000"
1932,쉐보레/GM대우,캡티바,2014,"70,000"
1933,현대,엑센트 RB,2012,"30,000"
1934,기아,모하비,2017,"50,000"
1935,기아,모하비,2017,"100,000"
1936,현대,i40 살룬,2012,"30,000"
1937,쌍용,뉴카이런,2009,"30,000"
1938,현대,스타렉스 점보,2007,"40,000"
1939,기아,뉴 카니발R,2011,"30,000"
1940,기아,뉴 카니발R,2011,"40,000"
1941,기아,스포티지 R,2012,"30,000"
1942,현대,아반떼 MD,2013,"30,000"
1943,쌍용,티볼리,2015,"55,000"
1944,쌍용,티볼리,2015,"110,000"
1945,쉐보레/GM대우,크루즈,2017,"200,000"
1946,현대,산타모,2000,"30,000"
1947,기아,all new 모닝,2012,"30,000"
1948,현대,i30,2014,"35,000"
1949,BMW(비엠더블유),745,2003,"250,000"
1950,쉐보레/GM대우,올란도,2013,"35,000"
1951,기아,K3,2017,"55,000"
1952,현대,트라제 XG,2005,"130,000"
1953,기아,카렌스,2001,"35,000"
1954,Cadillac(캐딜락),SRX 3.6,2006,"330,000"
1955,현대,제네시스,2008,"120,000"
1956,현대,에쿠스VI VS380,2011,"240,000"
1957,현대,제네시스,2008,"200,000"
1958,쉐보레/GM대우,크루즈,2010,"45,000"
1959,기아,프레지오 그랜드 15인승 코치,2002,"35,000"
1960,기아,토픽 토픽,1998,"35,000"
1961,쉐보레/GM대우,라보,2002,"35,000"
1962,기아,슈마,2000,"35,000"
1963,쉐보레/GM대우,마티즈,2001,"35,000"
1964,쉐보레/GM대우,누비라2,2002,"35,000"
1965,쉐보레/GM대우,누비라2,2002,"35,000"
1966,현대,쏘나타 3,1996,"35,000"
1967,기아,비스토 LPG,2003,"35,000"
1968,기아,타우너,2002,"35,000"
1969,기아,타우너,2002,"35,000"
1970,현대,산타모,1999,"35,000"
1971,현대,뉴 포터,1998,"40,000"
1972,쉐보레/GM대우,누비라,2000,"30,000"
1973,현대,트라제 XG,2001,"40,000"
1974,쉐보레/GM대우,누비라2,2000,"35,000"
1975,기아,카스타,1999,"35,000"
1976,현대,베르나,2002,"35,000"
1977,현대,엘란트라,1994,"35,000"
1978,쌍용,체어맨,1999,"70,000"
1979,기아,세피아,1996,"35,000"
1980,현대,아반떼,1996,"35,000"
1981,기아,크레도스,1997,"35,000"
1982,기아,카스타,2001,"35,000"
1983,쉐보레/GM대우,매그너스,2001,"35,000"
1984,기아,스펙트라,2001,"35,000"
1985,기아,크레도스,1997,"35,000"
1986,기아,리오,2001,"35,000"
1987,쉐보레/GM대우,마티즈 2,2000,"30,000"
1988,현대,쏘나타 2,1996,"35,000"
1989,기아,세피아,1996,"35,000"
1990,기아,아벨라,1996,"30,000"
1991,현대,트라제 XG,2005,"40,000"
1992,쉐보레/GM대우,레간자,1998,"35,000"
1993,기아,로체,2008,"45,000"
1994,현대,베르나,2000,"25,000"
1995,쌍용,체어맨,2001,"35,000"
1996,기아,카렌스,2000,"35,000"
1997,현대,산타모,1999,"35,000"
1998,기아,세피아,1996,"35,000"
1999,현대,그랜저 XG,2001,"33,000"
2000,현대,쏘나타 2,1996,"35,000"
2001,현대,아반떼,1996,"35,000"
2002,현대,아반떼,1996,"35,000"
2003,기아,카렌스,2000,"35,000"
2004,현대,스타렉스,2000,"35,000"
2005,기아,스펙트라,2001,"35,000"
2006,쉐보레/GM대우,매그너스,2001,"38,000"
2007,쉐보레/GM대우,누비라2,2001,"35,000"
2008,현대,엘란트라,1994,"35,000"
2009,현대,아반떼 XD,2002,"35,000"
2010,현대,그랜저 XG,2000,"35,000"
2011,현대,쏘나타 2,1996,"35,000"
2012,현대,쏘나타 3,1997,"35,000"
2013,현대,아반떼,1996,"35,000"
2014,기아,그랜드 카니발,2007,"75,000"
2015,기아,봉고3 트럭,2008,"30,000"
2016,기아,모하비,2011,"45,000"
2017,기아,뉴 프라이드,2007,"75,000"
2018,기아,뉴 프라이드,2007,"30,000"
2019,기아,봉고3 트럭,2008,"75,000"
2020,현대,포터2,2014,"45,000"
2021,쌍용,코란도 스포츠,2013,"35,000"
2022,기아,레이,2012,"30,000"
2023,현대,YF 쏘나타,2012,"35,000"
2024,현대,투싼 ix,2010,"55,000"
2025,기아,K5,2014,"40,000"
2026,쌍용,코란도 투리스모,2014,"50,000"
2027,현대,아반떼 MD,2012,"30,000"
2028,쌍용,카이런,2006,"45,000"
2029,쌍용,카이런,2006,"45,000"
2030,현대,더 럭셔리 그랜저,2010,"85,000"
2031,기아,그랜드 카니발,2005,"25,000"
2032,현대,엑센트 RB,2013,"25,000"
2033,기아,K5,2012,"35,000"
2034,Jeep(지프),Grand Cherokee,2010,"250,000"
2035,Nissan(닛산),Cube,2003,"66,000"
2036,쌍용,코란도 C,2011,"30,000"
2037,현대,그랜저 HG,2011,"85,000"
2038,기아,K5,2013,"35,000"
2039,기아,K5,2014,"35,000"
2040,기아,K5,2014,"35,000"
2041,기아,카니발2,2002,"40,000"
2042,현대,다이너스티,2000,"35,000"
2043,현대,스타렉스,1999,"35,000"
2044,현대,쏘나타 2,1996,"35,000"
2045,현대,갤로퍼,2001,"30,000"
2046,현대,아반떼,2001,"35,000"
2047,현대,아반떼 MD,2013,"35,000"
2048,현대,싼타페 CM,2005,"35,000"
2049,기아,K5,2013,"35,000"
2050,기아,카스타 7인승 LPG LX,2001,"35,000"
2051,현대,YF 쏘나타,2014,"40,000"
2052,현대,YF 쏘나타,2014,"40,000"
2053,현대,베라크루즈,2007,"35,000"
2054,Mercedes,벤츠) / CL,2002,"150,000"
2055,현대,그랜드 스타렉스,2007,"55,000"
2056,현대,그랜드 스타렉스,2007,"55,000"
2057,현대,포터2,2013,"45,000"
2058,기아,K5,2013,"45,000"
2059,Cadillac(캐딜락),SRX 3.6,2006,"330,000"
2060,현대,i30,2008,"35,000"
2061,쌍용,뉴카이런,2009,"45,000"
2062,기아,봉고3 트럭,2008,"35,000"
2063,현대,그랜드 스타렉스,2009,"44,000"
2064,현대,스타렉스,2006,"35,000"
2065,쌍용,뉴체어맨,2004,"85,000"
2066,기아,쎄라토,2006,"35,000"
2067,기아,뉴쏘렌토,2007,"40,000"
2068,현대,베라크루즈,2007,"75,000"
2069,현대,베라크루즈,2007,"60,000"
2070,현대,뉴 클릭,2006,"45,000"
